sentence,lemmatized,pos tags,noun chunks
"Wenn bei Änderung eines Nachweis-Items eines Sicherungsprojekts andere Nachweis-Items betroffen sind, muss die OPENCOSS-Plattform vom Nutzer eine Änderungsbestätigung verlangen.","('andere', 'ander')
('betroffen', 'betroffen')
('sind', 'sein')
('muss', 'muss')
('verlangen', 'verlangen')","('andere', 'ADJ')
('betroffen', 'ADJ')
('muss', 'VERB')
('verlangen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderungsbestätigung', 'Änderung Bestätigung')
('Änderung', ' Änderung')
('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Nachweis-Items', ' Nachweis Item')"
"Wenn ein Nutzer eine mögliche Änderung in einem Nachweis-Item eines Sicherungsprojekts angegeben hat, muss die OPENCOSS-Plattform die Nachweis-Items des Sicherungsprojekts anzeigen, die von der Änderung betroffen wären.","('mögliche', 'möglich')
('angegeben', 'angeben')
('muss', 'muss')
('anzeigen', 'anzeigen')
('betroffen', 'betroffen')","('mögliche', 'ADJ')
('angegeben', 'VERB')
('muss', 'VERB')
('anzeigen', 'VERB')
('betroffen', 'ADJ')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', ' Änderung')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'möglich Änderung')
('mögliche Änderung', 'möglich Änderung')
('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Aktionen, die im Nachweisbeleg eines Sicherungsprojekts infolge einer Änderung eines Nachweis-Items erforderlich sind, zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('erforderlich', 'erforderlich')
('spezifizieren', 'spezifizieren')","('muss', 'VERB')
('bieten', 'VERB')
('erforderlich', 'ADJ')
('spezifizieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', ' Änderung')
('Nachweisbeleg', ' Nachweis Beleg')
('Aktionen', ' Aktion')
('Nachweisbeleg eines Sicherungsprojekts', ' Nachweis Beleg ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, infolge von Änderungen an Nachweis-Items, diejenigen Nachweis-Items, die mit Aktionen verknüpft sind, welche im Nachweisbeleg eines Sicherungsprojekts benötigt werden, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('verknüpft', 'verknüpfen')
('benötigt', 'benötigt')
('anzugeben', 'angeben')","('muss', 'VERB')
('bieten', 'VERB')
('verknüpft', 'VERB')
('benötigt', 'ADJ')
('anzugeben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweis Beleg')
('Änderungen', ' Änderung')
('Aktionen', ' Aktion')
('Nachweisbeleg eines Sicherungsprojekts', ' Nachweis Beleg ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, infolge der Änderung eines Nachweis-Items, diejenigen Nachweisrückverfolgbarkeitslinks, die mit Aktionen verknüpft sind, welche im Nachweisbeleg eines Sicherungsprojekts benötigt werden, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('verknüpft', 'verknüpfen')
('benötigt', 'benötigt')
('anzugeben', 'angeben')","('muss', 'VERB')
('bieten', 'VERB')
('verknüpft', 'VERB')
('benötigt', 'ADJ')
('anzugeben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweis Beleg')
('Änderungen', ' Änderung')
('Aktionen', ' Aktion')
('Nachweisbeleg eines Sicherungsprojekts', ' Nachweis Beleg ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss Aktionen, die nach der Genehmigung der Änderung eines Nachweis-Items eines Sicherungsprojekts durchzuführen sind, vorschlagen.","('muss', 'muss')
('durchzuführen', 'durchzuführen')
('vorschlagen', 'vorschlagen')","('muss', 'VERB')
('sein', 'VERB')
('durchzuführen', 'ADJ')
('vorschlagen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Genehmigung', ' Genehmigung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', ' Änderung')
('Aktionen', ' Aktion')
('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein  Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Informationen über Aktionen, die in einem Sicherungsprojekt aufgrund von Änderungen an Nachweis-Items entstehenden und durchzuführenden sind, per E-Mail zu verschicken.","('muss', 'muss')
('bieten', 'bieten')
('entstehen', 'entstehen')
('durchzuführen', 'durchzuführen')
('verschicken', 'verschicken')","('muss', 'VERB')
('bieten', 'VERB')
('entstehen', 'VERB')
('durchzuführend', 'ADJ')
('verschicken', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Informationen', ' Information')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('E-Mail', ' E-Mail')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Änderungen an Nachweis-Items', ' Änderung an Nachweis Item')
('Aktionen', ' Aktion')"
"Die OPENCOSS-Plattform muss nach Änderung eines Nachweis-Items, den Status der im Sicherungsprojekt benötigten Aktionen, falls diese ""noch ausstehend"" oder ""adressiert"" sind, aufzeichnen.","('muss', 'muss')
('benötigten', 'benötigt')
('ausstehend', 'ausstehend')
('adressiert', 'adressieren')
('aufzeichnen', 'aufzeichnen')","('muss', 'VERB')
('benötigten', 'ADJ')
('ausstehend', 'ADJ')
('adressiert', 'ADJ')
('aufzeichnen', 'VERB')","('Nachweis-Items', 'Nachweis Item')
('im Sicherungsprojekt benötigten Aktionen', 'im Sicherung Projekt benötigt Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Änderung', ' Änderung')
('Status', ' Status')"
Die OPENCOSS-Plattform muss im Sicherungsprojekt erforderliche Aktionen infolge von Änderungen an Nachweis-Items aufzeigen.,"('muss', 'muss')
('erforderliche', 'erforderlich')
('aufzeigen', 'aufzeigen')","('muss', 'VERB')
('erforderlich', 'ADJ')
('aufzeigen', 'VERB')","('Sicherungsprojekt erforderliche Aktionen', 'Sicherung Projekt erforderlich Aktion')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Änderungen', ' Änderung')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Information, ob eine im Sicherungsprojekt aufgrund der Änderung eines Nachweis-Items erforderliche Aktion adressiert wurde, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('erforderliche', 'erforderlich')
('adressiert', 'adressieren')
('anzugeben', 'angeben')","('muss', 'VERB')
('bieten', 'VERB')
('erforderliche', 'ADJ')
('adressiert', 'ADJ')
('sein', 'VERB')
('anzugeben', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Änderung', ' Änderung')
('Aktion', 'Aktion')
('Information', ' Information')"
"Wenn der Status einer Aktion, die in einem Sicherungsprojekt aufgrund von Änderungen von Nachweis-Items erforderlich ist, ""noch ausstehend"" ist, muss die OPENCOSS-Plattform eine solche Aktion rot einfärben.","('erforderlich', 'erforderlich')
('ausstehend', 'ausstehend')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')","('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Status einer Aktion', 'Status ein Aktion')
('Nachweis-Items', 'Nachweis Item')
('Aktion', ' Aktion')
('Sicherungsprojekt', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderungen', ' Änderung')
('Status', ' Status')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts durch Änderungen anderer Nachweis-Items beeinträchtigt wurde, muss die OPENCOSS-Plattform ein solches Nachweis-Item rot einfärben.","('anderer', 'ander')
('beeinträchtigt', 'beeinträchtigen')
('wurde', 'sein')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')","('anderer', 'ADJ')
('beeinträchtigt', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('anderer Nachweis-Items', 'anderer Nachwei Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', ' Nachweis Item')
('Änderungen', ' Änderung')
('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts durch Änderungen von Nachweis-Items beeinträchtigt wurde, muss die OPENCOSS-Plattform einen solchen Link rot einfärben.","('beeinträchtigt', 'beeinträchtigen')
('wurde', 'sein')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')","('beeinträchtigt', 'VERB')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslink', ' Nachweis Rückverfolgbarkeit Link')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Link', 'Link')
('Änderungen', ' Änderung')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items für ein Sicherungsprojekt aus den Artefakten externer Werkzeuge zu importieren.","('muss', 'muss')
('bieten', 'bieten')
('externer', 'extern')
('importieren', 'importieren')","('muss', 'VERB')
('bieten', 'VERB')
('externer', 'ADJ')
('importieren', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('externer Werkzeuge', 'extern Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Artefakten', ' Artefakt')"
"Die OPENCOSS-Plattform muss fähig sein, ein Artefakt in einem externen Werkzeug automatisch mit einem Nachweis-Item eines Sicherungsprojekts, das aus dem externen Werkzeug importiert wurde, zu verknüpfen.","('muss', 'muss')
('fähig', 'fähig')
('externen', 'extern')
('automatisch', 'automatisch')
('importiert', 'importieren')
('wurde', 'sein')
('verknüpfen', 'verknüpfen')","('muss', 'VERB')
('fähig', 'ADJ')
('externen', 'ADJ')
('automatisch', 'ADJ')
('importiert', 'VERB')
('verknüpfen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', ' Nachweis Item')
('Artefakt', ' Artefakt')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss fähig sein, das Werkzeug, welches das Artefakt speichert, das mit einem aus einem externen Werkzeug importierten Nachweis-Item eines Sicherungsprojekts verbunden ist, automatisch anzuzeigen.","('muss', 'muss')
('fähig', 'fähig')
('speichert', 'speichern')
('externen', 'extern')
('importierten', 'importiert')
('verbunden', 'verbinden')
('automatisch', 'automatisch')
('anzuzeigen', 'anzeigen')","('muss', 'VERB')
('fähig', 'ADJ')
('speichert', 'VERB')
('externen', 'ADJ')
('importierten', 'ADJ')
('verbunden', 'VERB')
('automatisch', 'ADJ')
('anzuzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')
('Werkzeug', ' Werkzeug')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', ' Artefakt')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks für ein Sicherungsprojekt aus einem externen Werkzeug zu importieren.","('muss', 'muss')
('bieten', 'bieten')
('externen', 'extern')
('importieren', 'importieren')","('muss', 'VERB')
('bieten', 'VERB')
('externen', 'ADJ')
('importieren', 'VERB')","('Möglichkeit', ' Möglichkeit')
('externen Werkzeug', 'extern Werkzeug')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', ' Nachweis Rückverfolgbarkeit Link')"
"Die OPENCOSS-Plattform muss fähig sein, ein Artefakt automatisch mit einem Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts, das aus einem externen Werkzeug importiert wurde, zu verknüpfen.","('muss', 'muss')
('fähig', 'fähig')
('automatisch', 'automatisch')
('externen', 'extern')
('importiert', 'importieren')
('wurde', 'sein')
('verknüpfen', 'verknüpfen')","('muss', 'VERB')
('fähig', 'ADJ')
('automatisch', 'ADJ')
('externen', 'ADJ')
('importiert', 'VERB')
('verknüpfen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', ' Nachweis Rückverfolgbarkeit Link')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', ' Nachweis Rückverfolgbarkeits Link ein Sicherung Projekt')
('Artefakt', ' Artefakt')"
"Die OPENCOSS-Plattform muss fähig sein, das Werkzeug, welches das Artefakt speichert, das über einen externen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts verknüpft ist, automatisch anzeigen.","('speichert', 'speichern')
('externen', 'extern')
('verknüpft', 'verknüpfen')
('automatisch', 'automatisch')
('anzeigen', 'anzeigen')","('speichert', 'VERB')
('externen', 'ADJ')
('verknüpft', 'VERB')
('automatisch', 'ADJ')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Werkzeug', ' Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('fähig', ' fähig')
('Artefakt', ' Artefakt')
('externen Nachweisrückverfolgbarkeitslink', 'extern Nachweis Rückverfolgbarkeits Link')
('externen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'extern Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss fähig sein, Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts in externe Werkzeuge zu exportieren.","('muss', 'muss')
('fähig', 'fähig')
('externe', 'extern')
('exportieren', 'exportieren')","('muss', 'VERB')
('fähig', 'ADJ')
('externe', 'ADJ')
('exportieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', ' Nachweis Rückverfolgbarkeit Link')
('externe Werkzeuge', 'extern Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'extern Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')"
"Das OPENCOSS muss fähig sein, Nachweise für ein Sicherungsprojekt aus SAEM-Modellen zu importieren.","('muss', 'muss')
('fähig', 'fähig')
('importieren', 'importieren')","('muss', 'VERB')
('fähig', 'ADJ')
('importieren', 'VERB')","('Nachweise', ' Nachweis')
('SAEM-Modellen', ' SAEM Modell')
('OPENCOSS', ' OPENCOSS')
('Sicherungsprojekt', 'Sicherung Projekt')"
"Die OPENCOSS-Plattform muss fähig sein, den Nachweis eines Sicherungsprojekts in Form eines SAEM-Modells zu exportieren.","('muss', 'muss')
('exportieren', 'exportieren')","('muss', 'VERB')
('exportieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Lage', ' Lage')
('SAEM-Modells', ' SAEM-Modells')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis', ' Nachweis')
('Nachweis eines Sicherungsprjekts', ' Nachweis ein Sicherung Projekt')
('Form', ' Form')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts, Informationen enthält, die aus einem Artefakt eines externen Werkzeug importiert wurden, und die Informationen im externen Werkzeug geändert werden, muss die OPENCOSS-Plattform eine solche Änderung erkennen und das Nachweis-Item entsprechend aktualisieren.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('externen', 'extern')
('importiert', 'importieren')
('wurden', 'sein')
('werden', 'sein')
('externen', 'extern')
('geändert', 'ändern')
('muss', 'muss')
('erkennen', 'erkennen')
('entsprechend', 'entsprechend')
('aktualisieren', 'aktualisieren')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('externen', 'ADJ')
('geändert', 'VERB')
('muss', 'VERB')
('erkennen', 'VERB')
('entsprechend', 'ADJ')
('aktualisieren', 'VERB')","('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'Änderung')
('Artefakt', ' Artefakt')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen in der OPENCOSS-Plattform geändert werden, muss die OPENCOSS-Plattform eine solche Änderung erkennen und die Informationen im externen Werkzeug entsprechend aktualisieren.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('externen', 'extern')
('importiert', 'importieren')
('wurden', 'sein')
('werden', 'sein')
('externen', 'extern')
('geändert', 'ändern')
('muss', 'muss')
('erkennen', 'erkennen')
('entsprechend', 'entsprechend')
('aktualisieren', 'aktualisieren')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('externen', 'ADJ')
('geändert', 'VERB')
('muss', 'VERB')
('erkennen', 'VERB')
('entsprechend', 'ADJ')
('aktualisieren', 'VERB')","('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'Änderung')
('Artefakt', ' Artefakt')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen in der OPENCOSS-Plattform geändert werden, muss die OPENCOSS-Plattform eine solche Änderung anzeigen.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('wurden', 'sein')
('werden', 'sein')
('externen', 'extern')
('importiert', 'importieren')
('geändert', 'ändern')
('muss', 'muss')
('anzeigen', 'anzeigen')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('geändert', 'VERB')
('muss', 'VERB')
('anzeigen', 'VERB')","('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'Änderung')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen im externen Werkzeug geändert werden, muss die OPENCOSS-Plattform eine solche Änderung anzeigen.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('externen', 'extern')
('wurden', 'sein')
('werden', 'sein')
('importiert', 'importieren')
('externen', 'extern')
('geändert', 'ändern')
('muss', 'muss')
('anzeigen', 'anzeigen')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('externen', 'ADJ')
('geändert', 'VERB')
('muss', 'VERB')
('anzeigen', 'VERB')","('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'Änderung')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen in der OPENCOSS-Plattform geändert werden, muss die OPENCOSS-Plattform eine solche Änderung durch eine rote Einfärbung des Nachweis-Item anzeigen.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('externen', 'extern')
('wurden', 'sein')
('werden', 'sein')
('importiert', 'importieren')
('geändert', 'ändern')
('muss', 'muss')
('rote', 'rot')
('anzeigen', 'anzeigen')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('geändert', 'VERB')
('muss', 'VERB')
('rote', 'ADJ')
('anzeigen', 'VERB')","('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'Änderung')
('rote Einfärbung', 'rot Einfärbung')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen im externen Werkzeug geändert werden, muss die OPENCOSS-Plattform eine solche Änderung durch eine rote Einfärbung des Nachweis-Item anzeigen.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('externen', 'extern')
('importiert', 'importieren')
('wurden', 'sein')
('werden', 'sein')
('externen', 'extern')
('geändert', 'ändern')
('muss', 'muss')
('rote', 'rot')
('anzeigen', 'anzeigen')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('externen', 'ADJ')
('geändert', 'VERB')
('muss', 'VERB')
('rote', 'ADJ')
('anzeigen', 'VERB')","('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')
('Änderung', 'Änderung')
('rote Einfärbung', 'rot Einfärbung')"
"Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen im externen Werkzeug geändert werden, muss die OPENCOSS-Plattform eine solche Änderung erkennen und den Nachweisrückverfolgbarkeitslink entsprechend aktualisieren.","('Sicherungsprojekts', 'Sicherungsprojekt')
('enthält', 'enthalten')
('externen', 'extern')
('importiert', 'importieren')
('wurden', 'sein')
('werden', 'sein')
('externen', 'extern')
('geändert', 'ändern')
('muss', 'muss')
('erkennen', 'erkennen')
('entsprechend', 'entsprechen')
('aktualisieren', 'aktualisieren')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('externen', 'ADJ')
('geändert', 'VERB')
('muss', 'VERB')
('erkennen', 'VERB')
('entsprechend', 'ADJ')
('aktualisieren', 'VERB')","('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', ' Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts Informationen', 'Sicherung Projekt Information')
('Änderung', 'Änderung')
('Nachweisrückverfolgbarkeitslink', ' Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')"
"Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen in der OPENCOSS-Plattform geändert werden, muss die OPENCOSS-Plattform eine solche Änderung erkennen und die Informationen im externen Werkzeug entsprechend aktualisieren.","('enthält', 'enthalten')
('externen', 'extern')
('importiert', 'importiert')
('wurden', 'sein')
('werden', 'sein')
('externen', 'extern')
('geändert', 'ändern')
('muss', 'muss')
('erkennen', 'erkennen')
('entsprechend', 'entsprechen')
('aktualisieren', 'aktualisieren')
('Werkzeug', 'Werkzeug')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('Informationen', 'Information')
('Sicherungsprojekts', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Änderung', 'Änderung')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'ADJ')
('externen', 'ADJ')
('geändert', 'VERB')
('muss', 'VERB')
('erkennen', 'VERB')
('entsprechend', 'ADJ')
('aktualisieren', 'VERB')","('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', ' Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', 'Änderung')
('Informationen', ' Information')"
"Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts, Informationen enthält, die aus einem externen Werkzeug importiert wurden, und die Informationen in der OPENCOSS-Plattform geändert werden, muss die OPENCOSS-Plattform eine solche Änderung anzeigen.","('enthält', 'enthalten')
('externen', 'extern')
('importiert', 'importiert')
('wurden', 'sein')
('werden', 'sein')
('geändert', 'ändern')
('muss', 'muss')
('erkennen', 'erkennen')
('anzeigen', 'anzeigen')
('Werkzeug', 'Werkzeug')
('Informationen', 'Information')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Änderung', 'Änderung')","('enthält', 'VERB')
('externen', 'ADJ')
('importiert', 'VERB')
('geändert', 'VERB')
('muss', 'VERB')
('anzeigen', 'VERB')","('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', ' Nachweis Rückverfolgbarkeit Link ein Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')
('Informationen', ' Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', 'Änderung')"
