;sentence;lemmatized_spaCy;pos tags spaCy;noun chunks spaCy;lemmatized_NLTK;pos tags NLTK;noun chunks NLTK;lemmatized_TreeTagger;pos tags TreeTagger;noun chunks TreeTagger
10;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts zu löschen.
";"('muss', 'muss')
('bieten', 'bieten')
('löschen', 'löschen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')";"('muss', 'müssen')
('bieten', 'bieten')
('löschen', 'löschen')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('löschen', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('löschen', 'löschen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
11;"Wenn ein Nutzer ein Nachweis-Item aus einem Sicherungsprojekt löschen möchte, muss die OPENCOSS-Plattform vom Nutzer eine Bestätigung für diese Aktion und die nachfolgenden damit verbundenen Aktionen anfordern.
";"('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'muss')
('nachfolgenden', 'nachfolgend')
('verbundenen', 'verbunden')
('anfordern', 'anfordern')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Bestätigung', 'Bestätigung')
('Aktion', 'Aktion')
('nachfolgenden damit verbundenen Aktionen', 'nachfolgend damit verbunden Aktion')";"('löschen', 'VERB')
('möchte', 'VERB')
('muss', 'VERB')
('nachfolgenden', 'ADJ')
('verbundenen', 'ADJ')
('anfordern', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('nachfolgenden damit verbundenen Aktionen', 'nachfolgenden damit verbundenen Aktion')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Aktion', ' Aktion')
('Bestätigung', ' Bestätigung')
('Sicherungsprojekt', 'Sicherung Projekt')";"('löschen', 'löschen')
('möchte', 'mögen')
('damit', 'damien')
('verbundenen', 'verbunden')
('anfordern', 'anfordern')
('Nutzer ein Nachweis-Item', 'Nutzer ein Nachweis-Item')
('Nutzer eine Bestätigung', 'Nutzer ein Bestätigung')
('diese Aktion', 'dies Aktion')
('verbundenen Aktionen', 'verbunden Aktionen')";"('löschen', 'VB')
('möchte', 'VB')
('damit', 'VB')
('verbundenen', 'JJ')
('anfordern', 'VB')";"('Nutzer ein Nachweis-Item', 'Nutzer einen Nachweis-Item')
('Nutzer eine Bestätigung', 'Nutzer einen Bestätigung')
('diese Aktion', 'dies Aktion')
('verbundenen Aktionen', 'verbunden Aktion')";"('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'müssen')
('nachfolgenden', 'nachfolgend')
('verbundenen', 'verbunden')
('anfordern', 'anfordern')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Bestätigung', 'Bestätigung')
('nachfolgenden', 'nachfolgend')
('verbundenen Aktionen', 'verbunden Aktion')";"('nachfolgend', 'ADJ')
('verbunden', 'ADJ')";"('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bestätigung', 'Bestätigung')
('nachfolgenden', 'nachfolgend')
('verbundenen Aktionen', 'verbunden Aktion')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bestätigung', 'Bestätigung')
('nachfolgenden', 'nachfolgend')
('verbundenen Aktionen', 'verbunden Aktion')"
12;"Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird, muss die OPENCOSS-Plattform alle Beweisinformationen (Arten und Merkmale), die sich auf das Nachweis-Item aus dem Projekt beziehen löschen.
";"('gelöscht', 'löschen')
('muss', 'muss')
('beziehen', 'beziehen')
('löschen', 'löschen')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Beweisinformationen', 'Beweisinformationen')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('Nachweis-Item', 'Nachweis-Item')
('Projekt', 'Projekt')";"('gelöscht', 'VERB')
('muss', 'VERB')
('beziehen', 'VERB')
('löschen', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('Merkmale', ' Merkmal')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Projekt', ' Projekt')
('Sicherungsprojekt', 'Sicherung Projekt')
('Beweisinformationen', 'Beweis Information')
('Arten', ' Art')";"('wird', 'werden')
('alle', 'all')
('beziehen', 'beziehen')
('löschen', 'löschen')
('OPENCOSS-Plattform alle Beweisinformationen', 'Opencoss-Plattform all Beweisinformationen')";"('wird', 'VB')
('alle', 'JJ')
('beziehen', 'VB')
('löschen', 'VB')";('OPENCOSS-Plattform alle Beweisinformationen', 'Opencoss Plattform all Beweis Information');"('gelöscht', 'löschen')
('wird', 'werden')
('muss', 'müssen')
('beziehen', 'beziehen')
('löschen', 'löschen')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('alle Beweisinformationen', 'alle Beweisinformationen')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('sich', 'sich')";;"('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('alle Beweisinformationen', 'alle Beweis Information')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('sich', 'sich')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('alle Beweisinformationen', 'alle Beweis Information')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('sich', 'sich')"
13;"Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird und sein zugehöriges Artefakt nicht mit anderen Nachweis-Itemsn verbunden ist, muss die OPENCOSS-Plattform das Artefakt aus dem Projekt löschen.
";"('gelöscht', 'löschen')
('zugehöriges', 'zugehörig')
('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('löschen', 'löschen')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekt', 'Sicherungsprojekt')
('zugehöriges Artefakt', 'zugehörig Artefakt')
('Nachweis-Itemsn', 'Nachweis-Itemsn')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakt', 'Artefakt')
('Projekt', 'Projekt')";"('gelöscht', 'VERB')
('zugehöriges', 'ADJ')
('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')
('löschen', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('zugehöriges Artefakt', 'zugehörige Artefakt')
('Projekt', ' Projekt')
('Artefakt', ' Artefakt')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweis-Itemsn', 'Nachweis Itemsn')";"('wird', 'werden')
('anderen', 'ander')
('ist', 'sein')
('löschen', 'löschen')
('zugehöriges Artefakt', 'zugehörig Artefakt')
('anderen Nachweis-Itemsn', 'ander Nachweis-Itemsn')
('OPENCOSS-Plattform das Artefakt', 'Opencoss-Plattform das Artefakt')";"('wird', 'VB')
('anderen', 'JJ')
('ist', 'VB')
('löschen', 'VB')";"('zugehöriges Artefakt', 'zugehörig Artefakt')
('anderen Nachweis-Itemsn', 'ander Nachweis Itemsn')
('OPENCOSS-Plattform das Artefakt', 'Opencoss Plattform da Artefakt')";"('gelöscht', 'löschen')
('wird', 'werden')
('zugehöriges', 'zugehörig')
('anderen', 'andere')
('verbunden', 'verbinden')
('ist', 'sein')
('muss', 'müssen')
('löschen', 'löschen')
('Nachweis-Item', 'Nachweis-Item')
('sein zugehöriges Artefakt', 'sein zugehörig Artefakt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakt', 'Artefakt')";"('zugehörig', 'ADJ')
('andere', 'ADJ')";"('Nachweis-Item', 'Nachweis-Item')
('sein zugehöriges Artefakt', 'sein zugehörig Artefakt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')
('Nachweis-Item', 'Nachweis-Item')
('sein zugehöriges Artefakt', 'sein zugehörig Artefakt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')"
14;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Informationen der Nachweis-Items eines Sicherungsprojekts zu ändern.
";"('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Informationen', ' Information')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')";"('muss', 'müssen')
('bieten', 'bieten')
('ändern', 'ändern')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('bieten', 'VB')
('ändern', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
15;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items in ein Sicherungsprojekt zu kopieren, die zuvor in einem anderen Sicherungsprojekt gespeichert wurden.
";"('muss', 'muss')
('bieten', 'bieten')
('kopieren', 'kopieren')
('anderen', 'ander')
('gespeichert', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekt', 'Sicherungsprojekt')
('anderen Sicherungsprojekt', 'ander Sicherungsprojekt')";"('muss', 'VERB')
('bieten', 'VERB')
('kopieren', 'VERB')
('anderen', 'ADJ')
('gespeichert', 'VERB')";"('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Sicherungsprojekt', 'Sicherung Projekt')
('anderen Sicherungsprojekt', 'anderen Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'biet')
('kopieren', 'kopieren')
('anderen', 'ander')
('wurden', 'werden')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('anderen Sicherungsprojekt', 'ander Sicherungsprojekt')";"('muss', 'VB')
('bieten', 'VB')
('kopieren', 'VB')
('anderen', 'JJ')
('wurden', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('anderen Sicherungsprojekt', 'ander Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'bieten')
('kopieren', 'kopieren')
('anderen', 'andere')
('gespeichert', 'speichern')
('wurden', 'werden')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')";('andere', 'ADJ');"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')"
16;"Die OPENCOSS-Plattform muss die Zeit und das Datum der Aktionen, die an den Nachweis-Items eines Sicherungsprojekts durchgeführt wurden, speichern.
";"('muss', 'muss')
('durchgeführt', 'durchführen')
('speichern', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('durchgeführt', 'VERB')
('speichern', 'VERB')";"('Zeit', ' Zeit')
('Aktionen', ' Aktion')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Datum', ' Datum')";"('muss', 'müssen')
('wurden', 'werden')
('speichern', 'speichern')
('den Nachweis-Items eines Sicherungsprojekts', 'den Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('wurden', 'VB')
('speichern', 'VB')";('den Nachweis-Items eines Sicherungsprojekts', 'der Nachweis Item einen Sicherung Projekt');"('muss', 'müssen')
('durchgeführt', 'durchführen')
('wurden', 'werden')
('speichern', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Sicherungsprojekts', 'Sicherung Projekt')"
17;"Die OPENCOSS-Plattform muss das Nachweis-Repository eines Sicherungsprojekts aus dessen Nachweis-Charakterisierungsmodell erstellen.
";"('muss', 'muss')
('erstellen', 'erstellen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Repository', 'Nachweis-Repository')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')";"('muss', 'VERB')
('erstellen', 'VERB')";"('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierungs Modell')
('Nachweis-Repository', 'Nachweis Repository')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')";"('muss', 'müssen')
('erstellen', 'erstellen')
('Nachweis-Repository eines Sicherungsprojekts', 'Nachweis-Repository ein Sicherungsprojekts')
('dessen Nachweis-Charakterisierungsmodell', 'dess Nachweis-Charakterisierungsmodell')";"('muss', 'VB')
('erstellen', 'VB')";"('Nachweis-Repository eines Sicherungsprojekts', 'Nachweis Repository einen Sicherung Projekt')
('dessen Nachweis-Charakterisierungsmodell', 'der Nachweis Charakterisierungs Modell')";"('muss', 'müssen')
('erstellen', 'erstellen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Repository', 'Nachweis-Repository')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Repository', 'Nachweis Repository')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Repository', 'Nachweis Repository')
('Sicherungsprojekts', 'Sicherung Projekt')"
18;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts als vollständig auszuzeichnen.
";"('muss', 'muss')
('bieten', 'bieten')
('vollständig', 'vollständig')
('auszuzeichnen', 'auszeichnen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikationen', 'Merkmalsspezifikationen')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('bieten', 'VERB')
('vollständig', 'ADJ')
('auszuzeichnen', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Merkmalsspezifikationen', 'Merkmal Spezifikation')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')";"('muss', 'müssen')
('bieten', 'bieten')
('vollständig', 'vollständig')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')
('vollständig auszuzeichnen', 'vollständig auszuzeichnen')";"('muss', 'VB')
('bieten', 'VB')
('vollständig', 'JJ')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt')
('vollständig auszuzeichnen', 'vollständig auszeichnen')";"('muss', 'müssen')
('bieten', 'bieten')
('vollständig', 'vollständig')
('auszuzeichnen', 'auszeichnen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikationen', 'Merkmalsspezifikationen')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";('vollständig', 'ADJ');"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikationen', 'Merkmal Spezifikation')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikationen', 'Merkmal Spezifikation')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
19;"Wenn die Merkmalsspezifikatoin für ein Nachweis-Item eines Sicherungsprojekts als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item grün einfärben.
";"('vollständig', 'vollständig')
('angesehen', 'ansehen')
('muss', 'muss')
('grün', 'grün')
('einfärben', 'einfärben')
('Merkmalsspezifikatoin', 'Merkmalsspezifikatoin')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Item', 'Nachweis-Item')";"('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('grün', 'ADJ')
('einfärben', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Merkmalsspezifikatoin', 'Merkmal Spezifikatoin')
('OPENCOSS-Plattform', 'Opencoss Plattform')";"('vollständig', 'vollständig')
('wird', 'werden')
('grün', 'grün')
('einfärben', 'einfärben')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item ein Sicherungsprojekts')
('OPENCOSS-Plattform das Nachweis-Item', 'Opencoss-Plattform das Nachweis-Item')";"('vollständig', 'JJ')
('wird', 'VB')
('grün', 'JJ')
('einfärben', 'VB')";"('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item einen Sicherung Projekt')
('OPENCOSS-Plattform das Nachweis-Item', 'Opencoss Plattform da Nachweis-Item')";"('vollständig', 'vollständig')
('angesehen', 'ansehen')
('wird', 'werden')
('muss', 'müssen')
('grün', 'grün')
('einfärben', 'einfärben')
('Merkmalsspezifikatoin', 'Merkmalsspezifikatoin')
('Sicherungsprojekts', 'Sicherungsprojekts')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Item', 'Nachweis-Item')";"('vollständig', 'ADJ')
('grün', 'ADJ')";"('Merkmalsspezifikatoin', 'Merkmal Spezifikatoin')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', 'Nachweis-Item')
('Merkmalsspezifikatoin', 'Merkmal Spezifikatoin')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', 'Nachweis-Item')"
20;"Wenn die Merkmalsspezifikation für ein Nachweis-Item eines Sicherungsprojekts nicht als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item gelb einfärben.
";"('vollständig', 'vollständig')
('angesehen', 'ansehen')
('muss', 'muss')
('gelb', 'gelb')
('einfärben', 'einfärben')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Item', 'Nachweis-Item')";"('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('gelb', 'ADJ')
('einfärben', 'VERB')";"('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', ' Nachweis-Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')";"('vollständig', 'vollständig')
('wird', 'werden')
('gelb', 'gelb')
('einfärben', 'einfärben')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item ein Sicherungsprojekts')
('OPENCOSS-Plattform das Nachweis-Item', 'Opencoss-Plattform das Nachweis-Item')";"('vollständig', 'JJ')
('wird', 'VB')
('gelb', 'JJ')
('einfärben', 'VB')";"('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item einen Sicherung Projekt')
('OPENCOSS-Plattform das Nachweis-Item', 'Opencoss Plattform da Nachweis-Item')";"('vollständig', 'vollständig')
('angesehen', 'ansehen')
('wird', 'werden')
('muss', 'müssen')
('gelb', 'gelb')
('einfärben', 'einfärben')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('Sicherungsprojekts', 'Sicherungsprojekts')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Item', 'Nachweis-Item')";"('vollständig', 'ADJ')
('gelb', 'ADJ')";"('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', 'Nachweis-Item')
('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Item', 'Nachweis-Item')"
21;"Die OPENCOSS-Plattform muss die Menge der Nachweis-Items eines Sicherungsprojekts mittels einer Baumansicht anzeigen.
";"('muss', 'muss')
('anzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Menge', 'Menge')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Baumansicht', 'Baumansicht')";"('muss', 'VERB')
('anzeigen', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Menge', ' Menge')
('Baumansicht', ' Baumansicht')";"('muss', 'müssen')
('anzeigen', 'anzeigen')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis-Items ein Sicherungsprojekts')";"('muss', 'VB')
('anzeigen', 'VB')";('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item einen Sicherung Projekt');"('muss', 'müssen')
('anzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Menge', 'Menge')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekts', 'Sicherungsprojekts')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Menge', 'Menge')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Menge', 'Menge')
('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
